transcript,formatted.address,lat.coord,lon.coord,place,sign,place_name,district,nafa,natural_area_class,municipla_class,metropolitan_class,religion,total_population,jews and others,jews,arabs,est_year,settlement_method,organizational_association,coordinates,hight,planning_commetee,police,transcript_pub,שדה לקישור
GE'ALYA,"Ge'alya, Israel",31.885644,34.765351,גאליה,853,גאליה,4,44,442,27,143,1,984,1,1,NA,1948,310,1,1779264365,22,456,5230,Ge'alya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=853
GE'ULE TEMAN,"Geulei Teiman, Israel",32.391837,34.900989,גאולי תימן,872,גאולי תימן,4,41,411,16,141,1,362,0.3,0.3,NA,1947,310,2,1909769986,14,409,5120,Ge'ule Teman,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=872
GE'ULIM,"Geulim, Israel",32.296487,34.943862,גאולים,379,גאולים,4,41,411,18,141,1,928,0.9,0.9,NA,1945,310,1,1950268938,56,412,5120,Ge'ulim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=379
GEFEN,"Gefen, Israel",31.740766,34.878563,גפן,39,גפן,1,11,112,26,NA,1,418,0.4,0.4,NA,1955,310,2,1885762761,159,151,7004,Gefen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=39
GELIL YAM,"Glil Yam, Israel",32.158797,34.831876,גליל ים,346,גליל ים,5,51,511,19,121,1,496,0.5,0.5,NA,1943,330,15,1842067381,44,401,2360,Gelil Yam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=346
GEROFIT,"Grofit, Israel",29.941617,35.064691,גרופית,1129,גרופית,6,62,625,53,NA,1,249,0.2,0.2,NA,1963,330,15,2059542802,118,608,3460,Gerofit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1129
GESHER,"Gesher, Israel",32.621205,35.550376,גשר,305,גשר,2,22,221,7,NA,1,429,0.4,0.4,NA,1939,330,15,2519972518,-198,202,1430,Gesher,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=305
GESHUR,Gshur,32.819941,35.715708,גשור,4022,גשור,2,29,294,71,NA,1,272,0.3,0.3,NA,1971,330,15,2674574724,347,219,1270,Geshur,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4022
GEVA,"Geva, Israel",32.56653000000001,35.37216,גבע,86,גבע,2,23,232,8,NA,1,631,0.6,0.6,NA,1921,330,15,2351971912,13,204,1420,Geva,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=86
GEVA'OT BAR,"Giv'ot Bar, Israel",31.357209,34.755541,גבעות בר,1344,גבעות בר,6,62,623,41,341,1,896,0.9,0.9,NA,2004,370,19,1768358505,229,625,3485,Geva'ot Bar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1344
GEVAR'AM,"Gvar'am, Israel",31.591461,34.612156,גברעם,342,גברעם,6,61,614,36,NA,1,444,0.4,0.4,NA,1942,330,15,1632461117,87,633,3840,Gevar'am,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=342
GEVAT,"Gvat, Israel",32.67656,35.213151,גבת,133,גבת,2,23,234,9,NA,1,888,0.9,0.9,NA,1926,330,15,2202173114,93,254,1440,Gevat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=133
GEVIM,"Gevim, Israel",31.506273,34.598949,גבים,424,גבים,6,61,614,37,NA,1,573,0.6,0.6,NA,1947,330,15,1618560187,116,651,3840,Gevim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=424
GEVULOT,"Gvulot, Israel",31.211168,34.466199,גבולות,352,גבולות,6,62,622,38,NA,1,325,0.3,0.3,NA,1943,330,15,1490356905,131,651,3430,Gevulot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=352
GEZER,"Gezer, Israel",31.876349,34.92111,גזר,370,גזר,4,43,432,30,143,1,281,0.3,0.3,NA,1945,330,15,1925264268,122,426,5220,Gezer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=370
GIBBETON,"Gibton, Israel",31.888318,34.79906,גיבתון,196,גיבתון,4,44,441,28,143,1,337,0.3,0.3,NA,1933,350,NA,1811964406,42,456,5230,Gibbeton,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=196
GID'ONA,"Gidona, Israel",32.549927,35.359202,גדעונה,442,גדעונה,2,23,232,8,NA,1,422,0.4,0.4,NA,1949,350,NA,2339371720,-9,204,1420,Gid'ona,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=442
GILGAL,"Ness Tsiyona St 7, Tel Aviv-Yafo, 63904, Israel",32.0748327,34.7673029,גלגל,3606,גלגל,7,75,NA,75,NA,1,178,0.2,0.2,NA,1970,330,15,2425165628,-249,712,4164,Gilgal,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3606
GINNATON,"Ginaton, Israel",31.962801,34.913062,גינתון,863,גינתון,4,43,432,25,142,1,913,0.9,0.9,NA,1949,310,1,1919965224,57,424,5280,Ginnaton,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=863
GINNEGAR,NA,NA,NA,גיניגר,92,גיניגר,2,23,234,9,NA,1,675,0.7,0.7,NA,1922,330,15,2244572993,107,254,1440,Ginnegar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=92
GINNOSAR,"Ginosar, Israel",32.848666,35.523152,גינוסר,262,גינוסר,2,22,221,6,NA,1,581,0.6,0.6,NA,1937,330,15,2493075035,-203,214,1240,Ginnosar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=262
GITTA,"בית אסיה, ויצמן‬ 4, תל אביב יפו, 6423904, Israel",32.078162,34.7890648,גיתה,1206,גיתה,2,24,243,52,NA,1,276,0.3,0.2,NA,1980,370,13,2236176356,430,255,1320,Gitta,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1206
GITTIT,"Gitit St, Tel Aviv-Yafo, Israel",32.0410495,34.7750714,גיתית,3613,גיתית,7,75,NA,75,NA,1,430,0.4,0.4,NA,1973,310,9,2373766773,309,712,4164,Gittit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3613
GIV'AT HASHELOSHA,"Givat HaShlosha, Israel",32.09634,34.920628,גבעת השלושה,870,גבעת השלושה,4,42,422,20,142,1,785,0.8,0.8,NA,1925,330,15,1927366719,30,417,5130,Giv'at HaShelosha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=870
GIV'AT HAYYIM(ME'UHAD),"Givat Haim, Israel",32.392148,34.929447,גבעת חיים (מאוחד),173,גבעת חיים (מאוחד),4,41,411,16,141,1,994,1,1,NA,1932,330,15,1937069975,20,409,5120,Giv'at Hayyim(Me'uhad),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=173
GIV'AT HEN,"Givat Hen, Israel",32.16758,34.875514,"גבעת ח""ן",207,"גבעת ח""ן",4,42,421,20,131,1,359,0.4,0.4,NA,1933,310,1,1883667500,61,417,5140,Giv'at Hen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=207
GIV'AT KOAH,"Giv'at Ko'ah, Israel",32.032091,34.938796,"גבעת כ""ח",802,"גבעת כ""ח",4,42,422,25,142,1,895,0.9,0.9,NA,1950,310,1,1940865982,69,424,5160,Giv'at Koah,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=802
GIV'AT NILI,"Givat Nili, Israel",32.549043,35.041194,"גבעת ניל""י",360,"גבעת ניל""י",3,32,323,45,NA,1,724,0.7,0.7,NA,1953,310,9,2041471707,136,351,1450,Giv'at Nili,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=360
GIV'AT OZ,"Givat Oz, Israel",32.555934,35.198004,גבעת עוז,703,גבעת עוז,2,23,234,13,NA,1,477,0.5,0.5,NA,1949,330,15,2189071785,113,254,1470,Giv'at Oz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=703
GIV'AT SHAPPIRA,NA,NA,NA,גבעת שפירא,1077,גבעת שפירא,4,41,411,16,141,1,414,0.4,0.4,NA,1958,310,10,1886069600,37,409,5120,Giv'at Shappira,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1077
GIV'AT SHEMESH,"Givat Shemesh, Israel",31.774189,34.95055,גבעת שמש,566,גבעת שמש,1,11,112,26,444,1,88,0.1,0.1,NA,1954,340,NA,1955163138,256,151,7004,Giv'at Shemesh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=566
GIV'AT YESHA'YAHU,"Givat Yeshayahu, Israel",31.67168,34.943738,גבעת ישעיהו,919,גבעת ישעיהו,1,11,112,26,444,1,822,0.8,0.8,NA,1958,310,6,1948961988,299,151,7004,Giv'at Yesha'yahu,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=919
GIV'AT YO'AV,Giv'at Yo'av,32.801217,35.680911,גבעת יואב,4021,גבעת יואב,2,29,294,71,NA,1,700,0.7,0.7,NA,1968,310,1,2641674503,312,219,1270,Giv'at Yo'av,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4021
GIV'ATI,"Giv'ati, Israel",31.733138,34.679478,גבעתי,793,גבעתי,6,61,611,33,143,1,960,1,0.9,NA,1950,310,1,1698062683,37,616,3830,Giv'ati,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=793
GIV'OLIM,"Givolim, Israel",31.397604,34.593821,גבעולים,2014,גבעולים,6,62,621,39,NA,1,338,0.3,0.3,NA,1952,310,2,1611658959,121,651,3482,Giv'olim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2014
GIZO,"Gizo, Israel",31.805585,34.939653,גיזו,1043,גיזו,1,11,112,26,NA,1,199,0.2,0.2,NA,1968,350,NA,1943163471,196,151,7004,Gizo,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1043
GONEN,"Gonen, Israel",33.1240353,35.6461519,גונן,852,גונן,2,21,211,1,NA,1,340,0.3,0.3,NA,1951,330,15,2607478109,90,253,1210,Gonen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=852
GOREN,"Goren, Israel",33.055566,35.233619,גורן,755,גורן,2,24,244,52,NA,1,438,0.4,0.4,NA,1950,310,1,2224377349,368,255,1350,Goren,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=755
GORNOT HAGALIL,"Gornot HaGalil, Israel",33.059286,35.24967,גורנות הגליל,1219,גורנות הגליל,2,24,244,52,NA,1,174,0.2,0.2,NA,1980,350,NA,2236377386,394,255,1350,Gornot HaGalil,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1219
HABONIM,"HaBonim, Israel",32.636586,34.932704,הבונים,675,הבונים,3,32,321,15,243,1,363,0.4,0.4,NA,1949,320,15,1939572700,17,303,1181,HaBonim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=675
HAD-NES,Had Nes,32.927514,35.641408,חד-נס,4026,חד-נס,2,29,293,71,NA,1,852,0.9,0.8,NA,1989,370,9,2604175924,-7,219,1270,Had-Nes,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4026
HADAR AM,"Hadar Am, Israel",32.349653000000004,34.898945,הדר עם,191,הדר עם,4,41,411,16,141,1,635,0.6,0.6,NA,1933,310,10,1909169504,26,409,5120,Hadar Am,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=191
HADID,"Hadid, Israel",31.969429,34.932156,חדיד,618,חדיד,4,43,432,25,142,1,876,0.9,0.9,NA,1950,310,2,1936965289,68,424,5160,Hadid,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=618
HAFEZ HAYYIM,"Hafetz Haim, Israel",31.789319,34.799739,חפץ חיים,363,חפץ חיים,4,44,441,31,143,1,506,0.5,0.5,NA,1944,330,8,1811663302,76,456,5230,Hafez Hayyim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=363
HAGGAY,Beit Hagai,31.49253,35.07953699999999,חגי,3764,חגי,7,77,NA,78,NA,1,573,0.6,0.6,NA,1984,370,11,2076260015,854,715,4352,Haggay,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3764
HAGOSHERIM,"HaGoshrim, Israel",33.221485,35.623028,הגושרים,356,הגושרים,2,21,211,1,NA,1,749,0.7,0.7,NA,1948,330,15,2585379177,100,253,1210,HaGosherim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=356
HAHOTERIM,"HaHotrim, Israel",32.752311,34.957545,החותרים,434,החותרים,3,32,321,15,223,1,750,0.8,0.7,NA,1948,330,15,1962573976,15,303,1182,HaHoterim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=434
HALUZ,"Haluts, Israel",32.951271,35.311103,חלוץ,1272,חלוץ,2,24,243,56,NA,1,487,0.5,0.5,NA,1985,370,13,2295276173,735,205,1310,Haluz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1272
HAMA'PIL,"HaMa'apil, Israel",32.378035,34.983146,המעפיל,377,המעפיל,4,41,412,16,141,1,802,0.8,0.8,NA,1945,330,15,1985969825,33,409,5120,HaMa'pil,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=377
HAMADYA,"Hamadia, Israel",32.519773,35.520568,חמדיה,343,חמדיה,2,23,231,7,NA,1,380,0.4,0.4,NA,1942,330,15,2490971406,-169,202,1430,Hamadya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=343
HAMRA,Hamra,32.199688,35.43735,חמרה,3609,חמרה,7,75,NA,75,NA,1,124,0.1,0.1,NA,1971,310,10,2412667839,-49,712,4164,Hamra,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3609
HANITA,"Hanita, Israel",33.087634,35.17343,חניתה,280,חניתה,2,24,244,4,NA,1,739,0.7,0.7,NA,1938,330,15,2166577698,342,201,1350,Hanita,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=280
HANNATON,"Hanaton, Israel",32.783051,35.245063,חנתון,1257,חנתון,2,23,237,9,241,1,860,0.9,0.9,NA,1984,330,15,2232174321,188,254,1340,Hannaton,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1257
HANNI'EL,"Haniel, Israel",32.332803,34.947693,חניאל,807,חניאל,4,41,411,16,141,1,940,0.9,0.9,NA,1950,310,1,1954169328,31,409,5120,Hanni'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=807
HAOGEN,"HaOgen, Israel",32.360437,34.923338,העוגן,423,העוגן,4,41,411,16,141,1,870,0.9,0.9,NA,1947,330,15,1930669651,15,409,5120,HaOgen,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=423
HAON,HaOn,32.726748,35.622665,האון,702,האון,2,22,221,6,NA,1,180,0.2,0.2,NA,1949,330,15,2585973681,-188,214,1240,HaOn,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=702
HAR'EL,"Harel, Israel",31.808975,34.947959,הראל,464,הראל,1,11,112,26,444,1,259,0.3,0.2,NA,1948,330,15,1953163517,200,151,7004,Har'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=464
HAR AMASA,"Har Amasa, Israel",31.342717,35.101599,הר עמשא,1261,הר עמשא,6,62,623,51,NA,1,151,0.1,0.1,NA,1983,330,NA,2097058352,824,656,3481,Har Amasa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1261
HARARIT,"Hararit, Israel",32.845696,35.369257,הררית,1203,הררית,2,24,241,56,NA,1,435,0.4,0.4,NA,1980,370,7,2346875012,479,205,1360,Hararit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1203
HARASHIM,"Harashim, Israel",32.957737,35.328217,חרשים,1209,חרשים,2,24,243,56,NA,1,316,0.3,0.3,NA,1980,370,19,2310076241,814,205,1320,Harashim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1209
HARUZIM,"Harutzim, Israel",32.22771,34.86477199999999,חרוצים,1024,חרוצים,4,41,411,19,141,1,902,0.9,0.9,NA,1951,350,NA,1874468161,45,401,5120,Haruzim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1024
HASOLELIM,"HaSolelim, Israel",32.751802,35.238022,הסוללים,677,הסוללים,2,23,237,9,242,1,931,0.9,0.9,NA,1949,330,6,2225673955,171,254,1410,HaSolelim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=677
HAVAZZELET HASHARON,"Havatzelet HaSharon, Israel",32.3604,34.861819,חבצלת השרון,235,חבצלת השרון,4,41,411,16,141,1,651,0.6,0.6,NA,1935,310,10,1872969635,22,409,5110,Havazzelet HaSharon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=235
HAYOGEV,"HaYogev, Israel",32.612753,35.207483,היוגב,684,היוגב,2,23,234,9,NA,1,674,0.7,0.7,NA,1949,310,1,2194972416,86,254,1420,HaYogev,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=684
HAZERIM,"Hatzerim, Israel",31.240603,34.717427,חצרים,397,חצרים,6,62,623,41,344,1,779,0.8,0.8,NA,1946,330,15,1726957221,240,625,3440,Hazerim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=397
HAZEVA,"Hazeva, Israel",30.767942,35.278498,חצבה,13,חצבה,6,62,625,54,NA,1,573,0.6,0.5,NA,1965,310,1,2266751972,-163,657,3450,Hazeva,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=13
HAZON,"Hazon, Israel",32.90658,35.395291,חזון,1047,חזון,2,22,222,2,NA,1,329,0.3,0.3,NA,1969,310,2,2372775686,444,209,1310,Hazon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1047
HAZOR-ASHDOD,"Hatsor Ashdod, Israel",31.772744,34.719366,חצור-אשדוד,406,חצור-אשדוד,6,61,611,33,143,1,582,0.6,0.6,NA,1937,330,15,1735963120,45,616,3830,Hazor-Ashdod,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=406
HAZORE'IM,"HaZor'im, Israel",32.74814,35.499922,הזורעים,307,הזורעים,2,22,222,3,NA,1,994,1,1,NA,1939,310,2,2473873908,-61,206,1240,HaZore'im,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=307
HAZOREA,"HaZore'a, Israel",32.644516,35.11918,הזורע,250,הזורע,2,23,235,13,NA,1,855,0.9,0.8,NA,1936,330,15,2114872773,64,254,1420,HaZorea,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=250
HEFZI-BAH,"Heftziba, Israel",32.518729,35.426247,חפצי-בה,90,חפצי-בה,2,23,232,8,NA,1,648,0.6,0.6,NA,1922,330,15,2402471384,-76,204,1430,Hefzi-Bah,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=90
HELEZ,"Heletz, Israel",31.57794,34.658391,חלץ,820,חלץ,6,61,614,36,NA,1,450,0.4,0.4,NA,1950,310,1,1676360965,80,633,3840,Helez,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=820
HEMDAT,Hemdat,32.252028,35.526843,חמדת,3646,חמדת,7,75,NA,75,NA,1,230,0.2,0.2,NA,1980,370,11,2499468438,146,712,4164,Hemdat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3646
HEREV LE'ET,"Herev Le'et, Israel",32.403526,34.917146,חרב לאת,422,חרב לאת,4,41,411,16,141,1,838,0.8,0.8,NA,1947,310,10,1924170092,28,409,5120,Herev Le'et,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=422
HERMESH,Hermesh,32.423726,35.118993,חרמש,3717,חרמש,7,71,NA,72,NA,1,223,0.2,0.2,NA,1982,370,9,2114270327,238,710,4164,Hermesh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3717
HEVER,"Merkaz Hever, Israel",32.549097,35.264911,חבר,1110,חבר,2,23,234,8,NA,1,473,0.5,0.4,NA,1958,350,NA,2250871708,71,204,1420,Hever,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1110
HIBBAT ZIYYON,"Hibat Tzion, Israel",32.397995,34.911931,חיבת ציון,219,חיבת ציון,4,41,411,16,141,1,674,0.7,0.7,NA,1933,310,7,1919970045,30,409,5120,Hibbat Ziyyon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=219
HILLA,"Hila, Israel",33.036175,35.244582,הילה,1208,הילה,2,24,243,52,NA,1,584,0.6,0.6,NA,1980,370,19,2231777125,490,255,1320,Hilla,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1208
HODAYOT,"Hodayot, Israel",32.788611,35.435,הודיות,1322,הודיות,2,22,222,3,NA,1,356,0.4,0.3,NA,1959,340,NA,2410774379,284,206,1240,Hodayot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1322
HODIYYA,Israel,31.683664,34.65311,הודייה,726,הודייה,6,61,614,36,NA,1,487,0.5,0.5,NA,1949,310,1,1660062041,54,633,3830,Hodiyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=726
HOFIT,"Hofit, Israel",32.386082,34.874078,חופית,115,חופית,4,41,411,16,141,1,739,0.7,0.7,NA,1955,350,NA,1883669905,15,409,5120,Hofit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=115
HOGLA,"Hogla, Israel",32.38907,34.924252,חגלה,205,חגלה,4,41,411,16,141,1,861,0.9,0.9,NA,1933,310,1,1932869924,18,409,5120,Hogla,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=205
HOLIT,"Holit, Israel",31.230563,34.32734,חולית,1239,חולית,6,62,622,38,NA,1,150,0.1,0.1,NA,1980,330,15,1357357134,76,651,3430,Holit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1239
HORESHIM,"Horshim, Israel",32.137875,34.97102,חורשים,355,חורשים,4,42,421,20,142,1,313,0.3,0.3,NA,1955,330,15,1974467160,81,417,5150,Horeshim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=355
HULATA,"Hulata, Israel",33.052851,35.609244,חולתה,253,חולתה,2,21,211,1,NA,1,625,0.6,0.6,NA,1937,330,15,2573277301,80,253,1220,Hulata,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=253
HULDA,"Hulda, Israel",31.83215,34.881523,חולדה,160,חולדה,4,43,432,30,143,1,962,1,1,NA,1930,330,15,1889863766,119,426,5230,Hulda,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=160
HUQOQ,"Hukok, Israel",32.878631,35.496654,חוקוק,374,חוקוק,2,22,221,6,NA,1,569,0.6,0.5,NA,1945,330,15,2466875395,3,214,1240,Huqoq,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=374
HUSSNIYYA,"Hussniyya, Israel",32.900573,35.322507,חוסנייה,1332,חוסנייה,2,24,242,56,NA,2,664,NA,NA,0.7,NA,450,NA,2302275622,297,205,1360,Hussniyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1332
IBBIM,"Ibim, Israel",31.533597,34.609697,איבים,338,איבים,6,61,614,37,NA,1,135,0.1,0.1,NA,1991,340,NA,1629760477,84,651,3840,Ibbim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=338
IDDAN,"Idan, Israel",30.806291,35.299946,עידן,1175,עידן,6,62,625,54,NA,1,376,0.4,0.4,NA,1980,310,1,2297452377,-203,657,3450,Iddan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1175
ILANIYYA,"Ilaniya, Israel",32.753908,35.408188,אילנייה,49,אילנייה,2,22,222,3,NA,1,478,0.5,0.5,NA,1902,310,10,2384773998,239,206,1240,Ilaniyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=49
IRUS,"Irus, Israel",31.928595,34.776605000000004,אירוס,1336,אירוס,4,44,442,27,143,1,370,0.4,0.4,NA,2013,370,NA,1789664843,46,456,5210,Irus,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1336
KADDITA,"Kadita, Israel",33.005954,35.468309,כדיתה,1338,כדיתה,2,21,212,2,NA,1,163,0.2,0.2,NA,2009,370,10,2437076779,764,209,1230,Kaddita,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1338
KADOORIE,"Kaduri Regional Center, Israel",32.70624,35.406304,כדורי,371,כדורי,2,22,222,3,NA,1,229,0.2,0.1,NA,1931,340,NA,2382773464,140,206,1240,Kadoorie,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=371
KAHAL,"Kahal, Israel",32.89046500000001,35.511572,כחל,1210,כחל,2,21,212,55,NA,1,383,0.4,0.4,NA,1980,310,1,2480675516,103,253,1220,Kahal,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1210
KALLANIT,"Kalanit, Israel",32.875328,35.453972,כלנית,1229,כלנית,2,22,222,2,NA,1,217,0.2,0.2,NA,1981,310,2,2429675339,16,209,1240,Kallanit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1229
KANAF,Kanaf,32.870412,35.697897,כנף,4028,כנף,2,29,293,71,NA,1,450,0.5,0.4,NA,1991,310,1,2658275286,291,219,1270,Kanaf,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4028
KANNOT,Israel,31.804226,34.753433,כנות,2006,כנות,6,61,611,33,143,1,435,0.4,0.4,NA,1952,340,NA,1766263444,69,616,3830,Kannot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2006
KARKOM,"Karkom, Israel",32.928271,35.606331,כרכום,1285,כרכום,2,22,221,55,NA,1,556,0.6,0.6,NA,1988,370,13,2571975949,96,253,1220,Karkom,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1285
KARMEL,Mount Carmel,32.7427316,35.0483915,כרמל,3656,כרמל,7,77,NA,78,NA,1,401,0.4,0.4,NA,1981,320,11,2175759336,730,715,4352,Karmel,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3656
KARMIYYA,"Karmia, Israel",31.60269499999999,34.540413,כרמייה,768,כרמייה,6,61,614,36,NA,1,633,0.6,0.6,NA,1950,330,15,1565861272,29,633,3840,Karmiyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=768
KEFAR AHIM,"Kfar Ahim, Israel",31.745864,34.755932,כפר אחים,690,כפר אחים,6,61,611,33,143,1,842,0.8,0.8,NA,1949,310,1,1770562808,54,616,3830,Kefar Ahim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=690
KEFAR AVIV,NA,NA,NA,כפר אביב,857,כפר אביב,4,44,441,32,143,1,824,0.8,0.8,NA,1951,310,10,1736963771,45,456,5230,Kefar Aviv,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=857
KEFAR AVODA,"Kfar Avoda, Israel",32.255731,34.93966899999999,כפר עבודה,875,כפר עבודה,4,41,411,18,141,1,246,0.2,0.2,NA,1942,340,NA,1946168478,70,412,5140,Kefar Avoda,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=875
